S.N.,Date,Open,High,Low,Ltp,% Change,Qty,Turnover
1075,2019-03-25,260.0,262.0,259.0,262.0,0.77,10239.00,2660779.00
1074,2019-03-26,262.0,264.0,260.0,261.0,-0.38,8077.00,2104366.00
1073,2019-03-27,262.0,263.0,260.0,262.0,0.38,4716.00,1230707.00
1072,2019-03-28,259.0,262.0,259.0,261.0,-0.38,22818.00,5941079.00
1071,2019-03-31,261.0,263.0,260.0,261.0,0.0,6901.00,1806838.00
1070,2019-04-01,261.0,269.0,261.0,264.0,1.15,8317.00,2196445.00
1069,2019-04-02,266.0,269.0,264.0,268.0,1.52,12895.00,3435766.00
1068,2019-04-03,267.0,271.0,264.0,267.0,-0.37,21473.00,5762058.00
1067,2019-04-04,265.0,274.0,265.0,272.0,1.87,36987.00,10022272.00
1066,2019-04-07,275.0,279.0,266.0,278.0,2.21,26194.00,7127797.00
1065,2019-04-08,278.0,284.0,275.0,276.0,-0.72,54696.00,15272423.00
1064,2019-04-09,278.0,278.0,271.0,271.0,-1.81,39643.00,10863470.00
1063,2019-04-10,273.0,276.0,271.0,272.0,0.37,24412.00,6664244.00
1062,2019-04-11,272.0,273.0,271.0,271.0,-0.37,20410.00,5546627.00
1061,2019-04-15,272.0,273.0,271.0,271.0,0.0,5575.00,1513751.00
1060,2019-04-16,272.0,282.0,272.0,282.0,4.06,33102.00,9180816.00
1059,2019-04-17,287.0,290.0,280.0,286.0,1.42,60675.00,17368314.00
1058,2019-04-18,291.0,300.0,287.0,294.0,2.8,72939.00,21376260.00
1057,2019-04-21,295.0,302.0,291.0,302.0,2.72,52760.00,15719646.00
1056,2019-04-22,307.0,308.0,292.0,297.0,-1.66,79205.00,23673200.00
1055,2019-04-23,297.0,302.0,295.0,302.0,1.68,53672.00,15997457.00
1054,2019-04-24,297.0,324.0,297.0,320.0,5.96,227460.00,71904720.00
1053,2019-04-25,321.0,329.0,319.0,322.0,0.63,90375.00,29342240.00
1052,2019-04-28,327.0,327.0,313.0,315.0,-2.17,66194.00,21037068.00
1051,2019-04-29,315.0,319.0,310.0,313.0,-0.63,37817.00,11876064.00
1050,2019-04-30,315.0,321.0,311.0,313.0,0.0,49707.00,15604763.00
1049,2019-05-02,313.0,316.0,308.0,313.0,0.0,24251.00,7600286.00
1048,2019-05-05,310.0,315.0,310.0,310.0,-0.96,43924.00,13671564.00
1047,2019-05-06,310.0,314.0,308.0,313.0,0.97,30421.00,9458627.00
1046,2019-05-07,313.0,317.0,312.0,312.0,-0.32,20887.00,6572688.00
1045,2019-05-08,312.0,315.0,312.0,314.0,0.64,15311.00,4794060.00
1044,2019-05-09,314.0,314.0,309.0,310.0,-1.27,33941.00,10536534.00
1043,2019-05-12,310.0,312.0,307.0,312.0,0.65,69577.00,21567680.00
1042,2019-05-13,310.0,314.0,310.0,310.0,-0.64,21558.00,6700522.00
1041,2019-05-14,310.0,314.0,309.0,312.0,0.65,17184.00,5347499.00
1040,2019-05-15,312.0,318.0,312.0,314.0,0.64,43584.00,13772608.00
1039,2019-05-16,317.0,319.0,310.0,311.0,-0.96,30283.00,9494766.00
1038,2019-05-19,310.0,312.0,309.0,310.0,-0.32,24590.00,7635722.00
1037,2019-05-20,315.0,315.0,309.0,310.0,0.0,12290.00,3805666.00
1036,2019-05-21,308.0,311.0,308.0,309.0,-0.32,22203.00,6863267.00
1035,2019-05-22,308.0,310.0,308.0,310.0,0.32,20296.00,6268749.00
1034,2019-05-23,311.0,311.0,304.0,304.0,-1.94,38543.00,11874662.00
1033,2019-05-26,310.0,310.0,305.0,305.0,0.33,32579.00,10007987.00
1032,2019-05-27,305.0,308.0,303.0,307.0,0.66,19596.00,5996840.00
1031,2019-05-28,310.0,310.0,305.0,306.0,-0.33,12909.00,3955029.00
1030,2019-05-29,310.0,310.0,306.0,306.0,0.0,12510.00,3843396.00
1029,2019-05-30,310.0,320.0,309.0,309.0,0.98,79389.00,24805320.00
1028,2019-06-02,310.0,311.0,305.0,307.0,-0.65,12872.00,3963219.00
1027,2019-06-03,307.0,309.0,303.0,303.0,-1.3,18349.00,5591209.00
1026,2019-06-04,303.0,308.0,303.0,304.0,0.33,32054.00,9735302.00
1025,2019-06-06,303.0,304.0,301.0,302.0,-0.66,20199.00,6105851.00
1024,2019-06-10,303.0,304.0,299.0,301.0,-0.33,50523.00,15178521.00
1023,2019-06-11,306.0,306.0,298.0,298.0,-1.0,27791.00,8328853.00
1022,2019-06-12,300.0,301.0,297.0,300.0,0.67,14160.00,4223611.00
1021,2019-06-13,298.0,300.0,297.0,298.0,-0.67,11270.00,3366698.00
1020,2019-06-16,297.0,300.0,295.0,296.0,-0.67,23759.00,7043001.00
1019,2019-06-17,300.0,300.0,294.0,296.0,0.0,19924.00,5894005.00
1018,2019-06-18,298.0,300.0,296.0,297.0,0.34,6615.00,1968040.00
1017,2019-06-19,297.0,297.0,295.0,297.0,0.0,16688.00,4939446.00
1016,2019-06-20,298.0,305.0,296.0,300.0,1.01,28075.00,8420070.00
1015,2019-06-23,300.0,301.0,298.0,300.0,0.0,42038.00,12619354.00
1014,2019-06-24,298.0,306.0,298.0,306.0,2.0,42428.00,12836244.00
1013,2019-06-25,308.0,308.0,304.0,306.0,0.0,24634.00,7554184.00
1012,2019-06-26,305.0,305.0,301.0,302.0,-1.31,11742.00,3552444.00
1011,2019-06-27,303.0,306.0,302.0,304.0,0.66,23269.00,7063093.00
1010,2019-06-30,301.0,303.0,299.0,299.0,-1.64,28909.00,8678811.00
1009,2019-07-01,298.0,299.0,296.0,297.0,-0.67,27413.00,8138039.00
1008,2019-07-02,295.0,296.0,292.0,294.0,-1.01,37017.00,10863974.00
1007,2019-07-03,298.0,298.0,292.0,297.0,1.02,50134.00,14790454.00
1006,2019-07-04,305.0,305.0,293.0,295.0,-0.67,32830.00,9664797.00
1005,2020-01-20,245.0,277.0,245.0,277.0,9.72,929.00,242313.00
1004,2020-01-21,282.0,304.7,282.0,304.0,9.75,128791.00,39066068.00
1003,2020-01-22,319.0,331.0,257.2,305.0,0.33,1977586.00,611228736.00
1002,2020-01-23,310.0,310.0,294.0,296.0,-2.95,522413.00,155697440.00
1001,2020-01-26,293.0,295.0,289.0,289.0,-2.36,216359.00,62968724.00
1000,2020-01-27,289.0,297.0,250.0,295.0,2.08,180162.00,52657728.00
999,2020-01-28,300.0,300.0,289.0,290.0,-1.69,341189.00,99585312.00
998,2020-01-29,291.0,292.0,286.0,288.0,-0.69,118782.00,34178936.00
997,2020-01-30,290.0,290.0,286.0,289.0,0.35,156185.00,44894504.00
996,2020-02-02,290.0,295.0,289.0,290.0,0.35,167316.00,48560532.00
995,2020-02-03,295.0,295.0,250.0,289.0,-0.34,173488.00,50191824.00
994,2020-02-04,303.0,303.0,285.0,287.0,-0.69,130237.00,37460160.00
993,2020-02-05,288.0,289.0,285.0,286.0,-0.35,75127.00,21483608.00
992,2020-02-06,286.0,287.0,282.0,283.0,-1.05,86132.00,24450312.00
991,2020-02-09,284.0,286.0,280.0,282.0,-0.35,125577.00,35357928.00
990,2020-02-10,283.0,284.0,280.0,281.0,-0.35,69987.00,19681236.00
989,2020-02-11,280.0,284.0,280.0,281.0,0.0,98692.00,27793348.00
988,2020-02-12,286.0,286.0,279.0,279.0,-0.71,101537.00,28493266.00
987,2020-02-13,281.0,282.0,276.0,276.0,-1.08,83237.00,23167720.00
986,2020-02-16,276.0,280.0,275.0,278.0,0.72,61469.00,17100472.00
